loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type
5000,5000,5000, 36 months,7.9,156.46,A,A4,2 years,MORTGAGE,44136,Not Verified,Fully Paid,n,3.37,0,0,,,6,0,6327,87.9,15,f,0,0,5554.04,5554.04,5000,554.04,0,0,0,1960.39,0,,1,INDIVIDUAL
35000,22050,22025, 60 months,12.42,495.19,B,B4,3 years,MORTGAGE,66000,Verified,Current,n,8.96,0,0,,,12,0,16547,42.9,17,f,5437.93,5431.75,23858.61,23831.59,16612.08,7246.53,0,0,0,495.19,0,,1,INDIVIDUAL
18500,18500,18500, 36 months,7.9,578.87,A,A4,8 years,MORTGAGE,36000,Verified,Fully Paid,n,13.63,0,0,,,6,0,15765,84.3,14,f,0,0,18740.82,18740.82,18500,240.82,0,0,0,18162.44,0,,1,INDIVIDUAL
5350,5350,5350, 36 months,15.27,186.17,C,C4,6 years,MORTGAGE,52000,Source Verified,Charged Off,n,9.46,0,1,,,14,0,21815,80.1,28,f,0,0,1855.6,1855.6,1246.78,608.82,0,0,0,186.17,0,,1,INDIVIDUAL
25000,25000,24975, 60 months,12.69,564.87,B,B5,2 years,RENT,65000,Verified,Fully Paid,n,18.02,0,4,,,8,0,26417,50.7,19,f,0,0,28610.18,28581.59,25000,3610.18,0,0,0,20718.48,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,10.65,325.74,B,B2,3 years,RENT,36000,Source Verified,Fully Paid,n,11.2,0,0,,,6,0,10167,74.2,10,f,0,0,11722.56263,11722.56,10000,1722.56,0,0,0,661.44,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,7.51,373.33,A,A3,3 years,RENT,36500,Not Verified,Fully Paid,n,24.1,0,1,,,7,0,19174,65,18,f,0,0,13054.96,13054.96,12000,1054.96,0,0,0,6719.69,0,,1,INDIVIDUAL
18000,18000,17994.46481, 36 months,9.91,580.05,B,B1,5 years,MORTGAGE,40000,Source Verified,Fully Paid,n,11.85,0,2,,,13,0,10416,52.2,29,f,0,0,20830.93026,20823.73,18000,2830.93,0,0,0,2870.7,0,,1,INDIVIDUAL
3000,3000,3000, 36 months,17.58,107.83,D,D4,3 years,MORTGAGE,56604,Source Verified,Fully Paid,n,6.78,0,0,79,,5,0,2516,96.8,9,f,0,0,3879.845928,3879.85,3000,879.85,0,0,0,112.3,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,7.9,187.75,A,A4,< 1 year,RENT,23040,Source Verified,Charged Off,n,12.66,0,0,63,,6,0,8282,62.3,11,f,0,0,3202.59,3202.59,2490.27,510.69,0,201.63,2.14,187.75,0,,1,INDIVIDUAL
20000,20000,19975, 60 months,16.77,494.59,D,D2,1 year,RENT,90000,Verified,Fully Paid,n,16.77,0,3,,,13,0,20658,77.3,24,f,0,0,29179.12,29142.65,20000,9179.12,0,0,0,5933.39,0,,1,INDIVIDUAL
35000,22600,22575, 60 months,19.03,586.63,E,E2,10+ years,MORTGAGE,99224.88,Verified,Fully Paid,n,12.07,0,2,74,,8,0,9782,49.4,25,f,0,0,32710.99253,32674.9,22600,10110.99,0,0,0,1332.74,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,9.91,322.25,B,B1,2 years,RENT,52000,Source Verified,Fully Paid,n,13.38,0,0,,,6,0,6002,76,12,f,0,0,11598.98745,11598.99,10000,1598.99,0,0,0,331.68,0,,1,INDIVIDUAL
12000,9650,9650, 60 months,9.91,204.61,B,B1,n/a,RENT,35000,Not Verified,Current,n,17.45,0,0,,,5,0,6835,52.2,12,f,2334.14,2334.14,9846.78,9846.78,7315.85,2501.06,29.8668255,0,0,204.61,0,,1,INDIVIDUAL
5875,5875,5875, 36 months,7.9,183.84,A,A4,4 years,OWN,17640,Verified,Fully Paid,n,14.63,0,0,,,5,0,6822,43.2,5,f,0,0,6617.001736,6617,5875,742,0,0,0,188.58,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,13.49,339.31,C,C1,4 years,RENT,86000,Not Verified,Fully Paid,n,10.1,0,2,,,5,0,5129,91.6,12,f,0,0,12210.28968,12210.29,10000,2210.29,0,0,0,354.72,0,,1,INDIVIDUAL
28000,28000,28000, 36 months,11.71,926.13,B,B3,5 years,MORTGAGE,118075,Source Verified,Fully Paid,n,15.01,0,1,,,11,0,21195,49.6,26,f,0,0,33337.40992,33337.41,28000,5337.41,0,0,0,938.46,0,,1,INDIVIDUAL
11200,11200,11200, 36 months,11.71,370.46,B,B3,5 years,RENT,48000,Not Verified,Fully Paid,n,8.68,0,0,39,,19,0,10323,31.7,30,f,0,0,12812.31,12812.31,11200,1612.31,0,0,0,6160.82,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,14.27,343.09,C,C2,3 years,RENT,65000,Not Verified,Fully Paid,n,6.85,0,3,,,9,0,8258,59.4,13,f,0,0,11977.8,11977.8,10000,1977.8,0,0,0,2851.37,0,,1,INDIVIDUAL
20000,20000,19975, 60 months,14.27,468.17,C,C2,5 years,RENT,40000,Verified,Fully Paid,n,20.61,0,0,,,8,0,11901,65.8,12,f,0,0,27732.63,27697.96,20000,7732.63,0,0,0,5728.64,0,,1,INDIVIDUAL
9450,9450,9450, 36 months,14.27,324.22,C,C2,7 years,RENT,28800,Not Verified,Fully Paid,n,18.96,0,1,,,8,0,14635,54,9,f,0,0,11667.15601,11667.16,9450,2217.16,0,0,0,339.22,0,,1,INDIVIDUAL
19000,19000,19000, 60 months,16.77,469.86,D,D2,3 years,OWN,38000,Source Verified,Charged Off,n,18.09,0,1,60,,15,0,8145,69.6,29,f,0,0,18534.22,18534.22,8164.21,6851.03,0,3518.98,608.339,469.86,0,,1,INDIVIDUAL
18825,18825,18825, 60 months,18.64,484.61,E,E1,10+ years,MORTGAGE,85000,Verified,Fully Paid,n,14.77,0,0,66,,18,0,17777,91.2,44,f,0,0,25893.27992,25893.28,18825,7068.28,0,0,0,12346.7,0,,1,INDIVIDUAL
20400,20400,20375, 60 months,17.58,513.38,D,D4,1 year,RENT,52000,Verified,Fully Paid,n,17.86,0,1,,,15,0,16945,89.7,28,f,0,0,30057.58315,30020.85,20400,9657.58,0,0,0,7488.88,0,,1,INDIVIDUAL
21650,21650,21650, 36 months,12.69,726.25,B,B5,6 years,MORTGAGE,62361,Verified,Fully Paid,n,21.28,0,0,,,8,0,17174,85.9,38,f,0,0,26125.37397,26125.37,21650,4475.37,0,0,0,757.61,0,,1,INDIVIDUAL
24000,15825,15800, 60 months,21.67,434.11,F,F3,1 year,MORTGAGE,122400,Verified,Charged Off,n,9.98,0,2,32,,10,0,2844,25.9,16,f,0,0,9392.16,9377.41,3525.72,5132.88,0,733.56,128.0574,434.11,0,,1,INDIVIDUAL
24500,24500,24500, 60 months,17.27,612.46,D,D3,10+ years,RENT,52000,Verified,Current,n,13.85,0,0,,,9,0,24514,95.4,19,f,6719.5,6719.5,29369.74,29369.74,17780.49,11589.25,0,0,0,612.46,0,,1,INDIVIDUAL
9000,9000,9000, 36 months,10.65,293.16,B,B2,10+ years,RENT,45000,Verified,Fully Paid,n,23.39,0,1,,,17,0,17081,72.7,37,f,0,0,10551.11254,10551.11,9000,1551.11,0,0,0,304.55,0,,1,INDIVIDUAL
15000,15000,15000, 60 months,11.71,331.48,B,B3,3 years,MORTGAGE,75000,Not Verified,Fully Paid,n,14.05,0,0,,,11,0,16317,74.5,23,f,0,0,17873.38,17873.38,15000,2873.38,0,0,0,10591.93,0,,1,INDIVIDUAL
20000,20000,19975, 60 months,18.64,514.86,E,E1,10+ years,RENT,50000,Verified,Current,n,13.37,0,1,,,7,0,22977,89.7,19,f,5606.7,5599.66,24693.26,24662.46,14393.3,10299.96,0,0,0,514.86,0,,1,INDIVIDUAL
7100,7100,7075, 60 months,19.42,185.83,E,E3,3 years,RENT,36000,Verified,Current,n,23.13,0,1,,,16,0,18891,93.9,25,f,2021.84,2014.7,8897.59,8866.29,5078.16,3819.43,0,0,0,185.83,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,10.65,195.44,B,B2,2 years,RENT,40000,Not Verified,Fully Paid,n,20.73,0,0,,,14,0,8840,46.8,23,f,0,0,6432.45,6432.45,6000,432.45,0,0,0,4872.57,0,,1,INDIVIDUAL
5600,5600,5600, 36 months,7.9,175.23,A,A4,1 year,RENT,25000,Not Verified,Fully Paid,n,10.9,0,0,,,8,0,6242,49.5,8,f,0,0,6322.73293,6322.73,5600,707.73,15,0,0,18.38,0,,1,INDIVIDUAL
7000,7000,7000, 36 months,10.65,228.02,B,B2,10+ years,RENT,85000,Source Verified,Fully Paid,n,5.22,0,0,,,8,0,17101,96.1,22,f,0,0,8206.237225,8206.24,7000,1206.24,0,0,0,237.24,0,,1,INDIVIDUAL
20300,20300,20300, 60 months,14.27,475.2,C,C2,< 1 year,RENT,80000,Verified,Charged Off,n,27.76,0,1,,,14,0,27388,59.6,30,f,0,0,20421.38,20421.38,13018.34,7403.04,0,0,0,475.2,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,10.65,195.44,B,B2,< 1 year,RENT,55000,Not Verified,Fully Paid,n,7.99,0,1,,,10,0,10146,62.6,12,f,0,0,6253.72,6253.72,6000,253.72,0,0,0,5474.58,0,,1,INDIVIDUAL
30000,30000,29975, 60 months,14.27,702.26,C,C2,10+ years,RENT,62000,Verified,Current,n,21.25,0,1,,,9,0,6636,44.8,27,f,7817.02,7810.44,33696,33668.05,22182.97,11513.03,0,0,0,702.26,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,7.9,375.49,A,A4,5 years,RENT,110000,Not Verified,Fully Paid,n,4.85,0,0,,,10,0,17766,64.4,20,f,0,0,13515.6265,13515.63,12000,1515.63,0,0,0,385.7,0,,1,INDIVIDUAL
13650,13650,13644.504, 36 months,10.65,444.63,B,B2,5 years,RENT,44000,Source Verified,Fully Paid,n,24.57,0,1,,,5,0,16070,83.3,16,f,0,0,16002.68373,15995.39,13650,2352.68,0,0,0,460.91,0,,1,INDIVIDUAL
24000,18500,18500, 60 months,12.69,418.01,B,B5,9 years,MORTGAGE,76000,Verified,Fully Paid,n,21.65,0,1,,,14,0,23659,56.3,31,f,0,0,24248.96123,24248.96,18500,5748.96,0,0,0,7986.35,0,,1,INDIVIDUAL
6200,6200,6200, 60 months,18.64,159.61,E,E1,9 years,MORTGAGE,51000,Source Verified,Fully Paid,n,10.61,0,3,82,,9,0,5936,78.8,12,f,0,0,8199.59,8199.59,6200,1999.59,0,0,0,4543.9,0,,1,INDIVIDUAL
25000,25000,24975, 60 months,14.65,590.17,C,C3,4 years,MORTGAGE,106000,Verified,Fully Paid,n,7.15,0,2,,,9,0,29579,56.4,44,f,0,0,28940.15,28911.21,25000,3940.15,0,0,0,21270.17,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,13.49,407.17,C,C1,4 years,RENT,42000,Source Verified,Fully Paid,n,12.66,0,0,,,11,0,9192,50.3,18,f,0,0,12134.86,12134.86,12000,134.86,0,0,0,12136.23,0,,1,INDIVIDUAL
2300,2300,2300, 36 months,7.51,71.56,A,A3,< 1 year,MORTGAGE,78000,Source Verified,Charged Off,n,10.23,0,1,,,18,0,15190,26.1,44,f,0,0,983.05,983.05,748.15,145.84,0,89.06,0.9,71.56,0,,1,INDIVIDUAL
8875,8875,8875, 36 months,10.65,289.09,B,B2,< 1 year,RENT,19240,Verified,Fully Paid,n,18.21,0,1,,,6,0,9757,52.7,7,f,0,0,10409.1525,10409.15,8875,1534.15,0,0,0,307.27,0,,1,INDIVIDUAL
18800,18800,18800, 60 months,21.28,511.57,F,F2,7 years,RENT,75000,Source Verified,Charged Off,n,11.73,0,2,,,7,0,28858,93.1,9,f,0,0,5085.23,5085.23,1516.88,2574.96,0,993.39,9.71,511.57,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,11.71,265.18,B,B3,4 years,RENT,75000,Not Verified,Current,n,12.08,0,1,,,7,0,6914,44.9,27,f,3000.72,3000.72,12710.18,12710.18,8999.28,3710.9,0,0,0,265.18,0,,1,INDIVIDUAL
9000,9000,9000, 36 months,7.9,281.62,A,A4,2 years,RENT,52800,Not Verified,Fully Paid,n,7.93,0,0,,,9,0,3219,36,16,f,0,0,10018.67,10018.67,9000,1018.67,0,0,0,3266.64,0,,1,INDIVIDUAL
7600,7600,7600, 36 months,8.9,241.33,A,A5,9 years,OWN,75000,Source Verified,Fully Paid,n,16.26,0,0,,,8,0,18885,84.3,29,f,0,0,8529.39,8529.39,7600,929.39,0,0,0,3230.35,0,,1,INDIVIDUAL
16000,13950,13925, 60 months,11.71,308.27,B,B3,1 year,RENT,40000,Verified,Fully Paid,n,19.68,0,0,,,15,0,7187,43.8,24,f,0,0,17227.00345,17196.15,13950,3277,0,0,0,8300.69,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,18.25,306.36,D,D5,3 years,RENT,24000,Source Verified,Fully Paid,n,11.8,0,1,,,7,0,7739,91,13,f,0,0,17541.91608,17541.92,12000,5541.92,0,0,0,5632.62,0,,1,INDIVIDUAL
22500,22500,22475, 60 months,20.89,607.31,F,F1,3 years,RENT,45000,Verified,Fully Paid,n,7.65,0,0,27,,9,0,8735,45,18,f,0,0,28913.29,28881.2,22500,6413.29,0,0,0,18601.97,0,,1,INDIVIDUAL
20000,20000,19975, 60 months,18.25,510.6,D,D5,9 years,RENT,105000,Verified,Fully Paid,n,12.74,0,1,,,8,0,14106,90.4,18,f,0,0,23684.56,23655,20000,3684.56,0,0,0,17577.92,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,13.49,203.59,C,C1,2 years,MORTGAGE,60000,Source Verified,Fully Paid,n,9.82,0,0,,,7,0,7540,72.5,20,f,0,0,6494.82,6494.82,6000,494.82,0,0,0,5074.48,0,,1,INDIVIDUAL
7200,7200,7200, 36 months,9.91,232.02,B,B1,4 years,OWN,53000,Not Verified,Fully Paid,n,16.14,0,1,,,7,0,22964,77.3,17,f,0,0,8189.622649,8189.62,7200,989.62,0,0,0,42.94,0,,1,INDIVIDUAL
8000,8000,8000, 36 months,10.65,260.59,B,B2,< 1 year,RENT,46330,Source Verified,Fully Paid,n,6.53,0,1,,,7,0,9838,53.5,18,f,0,0,9344.668982,9344.67,8000,1344.67,0,0,0,1539.97,0,,1,INDIVIDUAL
24575,24575,24525, 60 months,19.03,637.9,E,E2,10+ years,MORTGAGE,59000,Verified,Charged Off,n,19.75,0,0,,,9,0,21151,63.7,25,f,0,0,25480.07,25428.34,11473.69,10808.2,0,3198.18,567.6426,637.9,0,,1,INDIVIDUAL
18000,18000,18000, 60 months,14.65,424.92,C,C3,7 years,MORTGAGE,36000,Verified,Current,n,18.63,0,1,,,8,0,15332,83.8,19,f,4717.24,4717.24,20394.6,20394.6,13282.76,7111.84,0,0,0,424.92,0,,1,INDIVIDUAL
19000,19000,19000, 36 months,7.51,591.11,A,A3,10+ years,MORTGAGE,95000,Source Verified,Fully Paid,n,5.28,0,3,,,9,0,6316,13.7,27,f,0,0,20848.47,20848.47,19000,1848.47,0,0,0,9054.67,0,,1,INDIVIDUAL
14400,14400,14400, 36 months,15.27,501.09,C,C4,10+ years,RENT,58977,Source Verified,Fully Paid,n,12.88,0,1,,,17,0,16939,86.4,22,f,0,0,18033.16295,18033.16,14400,3633.16,0,0,0,518.41,0,,1,INDIVIDUAL
8400,8400,8400, 36 months,12.69,281.78,B,B5,1 year,RENT,75000,Source Verified,Fully Paid,n,3.81,0,0,25,,8,0,7493,63,11,f,0,0,10139.2098,10139.21,8400,1739.21,0,0,0,298.75,0,,1,INDIVIDUAL
7500,7500,7500, 36 months,12.69,251.59,B,B5,2 years,RENT,27000,Source Verified,Fully Paid,n,13.82,0,0,,,10,0,6962,67.6,15,f,0,0,9055.390651,9055.39,7500,1555.39,0,0,0,257.54,0,,1,INDIVIDUAL
30000,30000,29975, 60 months,20.89,809.75,F,F1,4 years,MORTGAGE,72000,Verified,Fully Paid,n,17.6,0,3,,,13,0,29732,86.9,32,f,0,0,38966.85,38934.42,30000,8966.85,0,0,0,24408.49,0,,1,INDIVIDUAL
12375,12375,12375, 60 months,15.96,300.68,C,C5,2 years,RENT,37000,Not Verified,Current,n,23.74,0,1,34,,7,0,15976,81.9,12,f,3325.56,3325.56,14411.32,14411.32,9049.44,5361.88,0,0,0,300.68,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,7.51,311.11,A,A3,2 years,MORTGAGE,69077,Not Verified,Fully Paid,n,17.37,0,1,,,11,0,28667,63.8,22,f,0,0,11197.46049,11197.46,10000,1197.46,0,0,0,326.55,0,,1,INDIVIDUAL
22000,22000,21950, 60 months,17.27,549.96,D,D3,2 years,RENT,54329,Verified,Fully Paid,n,7.91,0,1,,,11,0,15808,77.1,29,f,0,0,30871.76906,30801.7,22000,8871.77,0,0,0,12190.99,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,12.69,402.54,B,B5,10+ years,RENT,200000,Source Verified,Fully Paid,n,6.61,0,2,82,,7,0,16375,71.5,21,f,0,0,13496.99,13496.99,12000,1496.99,0,0,0,8277.69,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,12.69,167.73,B,B5,1 year,MORTGAGE,110000,Source Verified,Fully Paid,n,20.02,0,2,31,,13,0,23729,62.8,44,f,0,0,5343.62,5343.62,5000,343.62,0,0,0,4340.28,0,,1,INDIVIDUAL
21000,21000,21000, 36 months,16.29,741.31,D,D1,2 years,RENT,63500,Source Verified,Fully Paid,n,19.79,0,1,,,16,0,25800,65.2,29,f,0,0,26413.61181,26413.61,21000,5413.61,0,0,0,5667.33,0,,1,INDIVIDUAL
24000,24000,24000, 36 months,8.9,762.08,A,A5,2 years,MORTGAGE,70000,Source Verified,Fully Paid,n,1.77,0,1,,,4,0,7132,36.2,19,f,0,0,27131,27131,24000,3131,0,0,0,8093.82,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,13.49,203.59,C,C1,< 1 year,RENT,30000,Source Verified,Fully Paid,n,10.8,0,0,43,,6,0,13465,86.3,20,f,0,0,6924.23,6924.23,6000,924.23,0,0,0,3676.89,0,,1,INDIVIDUAL
4800,4800,4800, 36 months,6.03,146.1,A,A1,2 years,RENT,54996,Not Verified,Fully Paid,n,5.89,0,0,,,10,0,8800,38.3,20,f,0,0,5274.08811,5274.09,4800,459.09,15,0,0,16.89,0,,1,INDIVIDUAL
5000,5000,5000, 36 months,20.89,188.1,F,F1,5 years,RENT,21000,Verified,Charged Off,n,7.14,0,0,,,2,0,496,99.2,4,f,0,0,5802.34,5802.34,3936.53,1705.17,0,160.64,1.6064,188.1,0,,1,INDIVIDUAL
5850,5850,5850, 36 months,14.65,201.8,C,C3,1 year,RENT,38000,Verified,Fully Paid,n,23.59,0,1,46,,10,0,9552,91.8,36,f,0,0,6951.6,6951.6,5850,1101.6,0,0,0,3121.68,0,,1,INDIVIDUAL
17000,17000,17000, 60 months,18.64,437.63,E,E1,10+ years,MORTGAGE,72000,Not Verified,Current,n,14.65,0,1,,,12,0,14545,76.6,23,f,4764.7,4764.7,20991.42,20991.42,12235.3,8756.12,0,0,0,437.63,0,,1,INDIVIDUAL
21000,21000,21000, 60 months,11.71,464.07,B,B3,2 years,RENT,75000,Verified,Fully Paid,n,8.88,0,0,,,6,0,12076,82.7,21,f,0,0,25563.75471,25563.75,21000,4563.75,0,0,0,10161.21,0,,1,INDIVIDUAL
17475,16175,16175, 60 months,17.27,404.35,D,D3,10+ years,RENT,56000,Verified,Charged Off,n,24.84,0,2,,,11,0,15133,68.8,27,f,0,0,12457.55,12457.55,5459.21,5477.76,0,1520.58,15.2058,448.83,0,,1,INDIVIDUAL
4750,4750,4750, 36 months,8.9,150.83,A,A5,2 years,OWN,48000,Verified,Fully Paid,n,10.07,0,1,,,4,0,34679,3.7,7,f,0,0,5428.515614,5428.52,4750,678.52,0,0,0,157.53,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,20.89,323.9,F,F1,3 years,MORTGAGE,100000,Not Verified,Fully Paid,n,13.76,0,0,,101,25,1,9214,68.3,52,f,0,0,16247.26,16247.26,12000,4247.26,0,0,0,7509.32,0,,1,INDIVIDUAL
5275,5275,5275, 36 months,7.51,164.11,A,A3,5 years,OWN,50000,Not Verified,Fully Paid,n,6.79,0,1,42,,13,0,2830,11.4,37,f,0,0,5371.67,5371.67,5275,96.67,0,0,0,5043.88,0,,1,INDIVIDUAL
9175,9175,9175, 36 months,12.69,307.78,B,B5,< 1 year,RENT,28500,Source Verified,Fully Paid,n,19.03,0,0,,,6,0,8577,66,10,f,0,0,11075.03355,11075.03,9175,1900.03,0,0,0,324.83,0,,1,INDIVIDUAL
9600,9600,9600, 36 months,16.77,341.17,D,D2,5 years,RENT,37000,Source Verified,Fully Paid,n,19.62,0,0,,,7,0,6636,58.6,8,f,0,0,12275.48691,12275.49,9600,2675.49,0,0,0,358.46,0,,1,INDIVIDUAL
34475,34475,34475, 60 months,14.27,807.01,C,C2,8 years,RENT,60000,Verified,Charged Off,n,20.02,0,0,,,13,0,27747,53.2,36,f,0,0,21233.89,21233.89,9008.49,8735.22,0,3490.18,628.2324,200.52,0,,1,INDIVIDUAL
22500,22500,22475, 36 months,14.27,771.96,C,C2,7 years,RENT,70000,Verified,Fully Paid,n,12.07,0,3,,,8,0,12089,36.7,20,f,0,0,26174.98,26145.92,22500,3674.98,0,0,0,13856.75,0,,1,INDIVIDUAL
12000,12000,12000, 60 months,22.06,331.84,F,F4,1 year,RENT,80000,Verified,Fully Paid,n,8.54,0,1,,,5,0,1226,9.8,5,f,0,0,12440.3,12440.3,12000,440.3,0,0,0,12110.5,0,,1,INDIVIDUAL
12000,12000,12000, 36 months,6.03,365.23,A,A1,n/a,OWN,40000,Source Verified,Fully Paid,n,18.75,0,0,,,10,0,20899,51.1,25,f,0,0,13147.69037,13147.69,12000,1147.69,0,0,0,5.53,0,,1,INDIVIDUAL
10050,10050,10050, 60 months,17.27,251.23,D,D3,10+ years,MORTGAGE,74143.68,Source Verified,Charged Off,n,17.54,0,1,,,10,0,15820,89.9,16,f,0,0,6445.26,6445.26,2508.29,2840.52,0,1096.45,193.23,53.52,0,,1,INDIVIDUAL
21000,21000,20975, 60 months,19.91,555.33,E,E4,2 years,RENT,94500,Verified,Current,n,8.09,0,0,32,,13,0,13597,82.4,28,f,5923.84,5916.78,26756.72,26724.89,15076.16,11680.56,0,0,0,594.08,0,,1,INDIVIDUAL
15000,15000,15000, 36 months,17.27,536.81,D,D3,n/a,OWN,57000,Source Verified,Fully Paid,n,12.08,0,1,,,13,0,16549,89,13,f,0,0,19317.72151,19317.72,15000,4317.72,0,0,0,555.12,0,,1,INDIVIDUAL
19400,19400,19400, 36 months,12.69,650.77,B,B5,< 1 year,RENT,50000,Source Verified,Fully Paid,n,17.66,0,0,,,10,0,27709,72.3,25,f,0,0,21071.34,21071.34,19400,1671.34,0,0,0,15871.81,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,15.27,347.98,C,C4,< 1 year,RENT,42000,Source Verified,Charged Off,n,16.37,0,1,44,,11,0,9886,81.7,36,f,0,0,2384.66,2384.66,1363.97,718.93,0,301.76,3.22,347.98,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,15.27,347.98,C,C4,1 year,OWN,53000,Not Verified,Fully Paid,n,13.77,0,2,,92,12,1,10851,68.7,35,f,0,0,10931.1,10931.1,10000,931.1,0,0,0,455.73,0,,1,INDIVIDUAL
4800,4800,4800, 36 months,10.65,156.36,B,B2,6 years,RENT,22000,Source Verified,Fully Paid,n,8.07,0,1,,,10,0,5183,35.5,15,f,0,0,5539.9,5539.9,4800,739.9,0,0,0,1791.2,0,,1,INDIVIDUAL
35000,23350,23350, 60 months,11.71,516,B,B3,3 years,MORTGAGE,90000,Source Verified,Charged Off,n,8.07,0,0,,,6,0,5660,25.3,19,f,0,0,4831.72,4831.72,2075.61,1533.94,0,1222.17,12.03,516,0,,1,INDIVIDUAL
18200,18200,18200, 36 months,11.71,601.99,B,B3,10+ years,RENT,42000,Source Verified,Charged Off,n,20.37,0,0,,,10,0,10542,59.6,41,f,0,0,8427.23,8427.23,6324.99,2091.67,0,10.57,0,601.99,0,,1,INDIVIDUAL
6400,6400,6400, 36 months,12.69,214.69,B,B5,3 years,RENT,35000,Not Verified,Fully Paid,n,14.33,0,1,,,15,0,6886,69.6,18,f,0,0,7727.414831,7727.41,6400,1327.41,0,0,0,219.24,0,,1,INDIVIDUAL
13000,13000,13000, 60 months,16.77,321.48,D,D2,10+ years,MORTGAGE,54000,Verified,Current,n,16,0,1,,,11,0,16791,65.8,19,f,3557.82,3557.82,15375.4,15375.4,9442.19,5933.21,0,0,0,321.48,0,,1,INDIVIDUAL
2500,2500,2500, 36 months,15.27,87,C,C4,6 years,RENT,40000,Not Verified,Fully Paid,n,15.27,0,1,,,8,0,7199,67.3,11,f,0,0,2531.91,2531.91,2500,31.91,0,0,0,2532.24,0,,1,INDIVIDUAL
6300,6300,6300, 36 months,9.91,203.02,B,B1,10+ years,RENT,49000,Source Verified,Fully Paid,n,12.61,0,0,,,10,0,14644,93.9,25,f,0,0,7139.66,7139.66,6300,839.66,0,0,0,2879.74,0,,1,INDIVIDUAL
4400,4400,4400, 36 months,11.71,145.54,B,B3,5 years,RENT,38000,Source Verified,Fully Paid,n,7.86,0,0,,,7,0,6363,57.3,9,f,0,0,5183.466117,5183.47,4400,783.47,0,0,0,115.37,0,,1,INDIVIDUAL
6000,6000,6000, 36 months,12.69,201.27,B,B5,8 years,MORTGAGE,118000,Not Verified,Fully Paid,n,11.5,0,3,,,6,0,9005,89.2,13,f,0,0,6465.24,6465.24,6000,465.24,0,0,0,5060.48,0,,1,INDIVIDUAL
20500,12625,12625, 60 months,20.89,340.77,F,F1,9 years,MORTGAGE,54000,Verified,Current,n,18.02,1,2,8,,5,0,0,0,14,f,3668.55,3668.55,16341.36,16341.36,8956.45,7384.91,0,0,0,340.77,0,,1,INDIVIDUAL
8800,8800,8775, 60 months,20.3,234.62,E,E5,10+ years,RENT,135000,Verified,Current,n,8.77,0,1,31,,15,0,8380,88.2,24,f,2543.62,2536.36,11228.74,11196.92,6256.38,4972.36,0,0,0,234.62,0,,1,INDIVIDUAL
17000,17000,17000, 60 months,13.49,391.08,C,C1,9 years,RENT,53000,Not Verified,Charged Off,n,21.03,0,2,,,7,0,6427,84.6,12,f,0,0,5077.41,5077.41,2778.78,2298.63,0,0,0,391.08,0,,1,INDIVIDUAL
18000,18000,18000, 36 months,7.9,563.23,A,A4,10+ years,MORTGAGE,60000,Verified,Fully Paid,n,21.22,0,0,,,12,0,27390,71.5,28,f,0,0,20275.14791,20275.15,18000,2275.15,0,0,0,568.6,0,,1,INDIVIDUAL
20000,20000,20000, 60 months,19.42,523.45,E,E3,3 years,MORTGAGE,116500,Source Verified,Current,n,8.84,0,1,,,20,0,25662,49,35,f,5610.86,5610.86,25198.16,25198.16,14389.15,10782.88,26.13150368,0,0,528.6,0,,1,INDIVIDUAL
10000,10000,10000, 36 months,12.69,335.45,B,B5,4 years,MORTGAGE,44000,Verified,Fully Paid,n,14.56,0,1,,,8,0,10681,55.6,10,f,0,0,12071.68131,12071.68,10000,2071.68,0,0,0,351.47,0,,1,INDIVIDUAL
